blob_amount_contours,blob_angle,blob_area,blob_centroid_x,blob_centroid_y,blob_width,centroid_bottom_is_empty,centroid_is_empty,centroid_top_is_empty,grid_2_0,grid_2_1,grid_2_2,grid_2_3,grid_2_4,grid_2_5,grid_2_6,grid_2_7,grid_3_0,grid_3_1,grid_3_2,grid_3_3,grid_3_4,grid_3_5,grid_3_6,grid_3_7,grid_4_0,grid_4_1,grid_4_2,grid_4_3,grid_4_4,grid_4_5,grid_4_6,grid_4_7,grid_5_0,grid_5_1,grid_5_2,grid_5_3,grid_5_4,grid_5_5,grid_5_6,grid_5_7,number_of_holes,label
55,-45.0,249.0,16.1546184739,16.0348058902,24,0,0,0,0,0,8,16,16,8,0,0,1,12,15,7,16,8,0,0,14,14,3,4,16,12,10,15,7,0,0,10,16,15,12,9,0,4
44,-64.7988815308,345.0,14.6434782609,16.5309178744,22,0,1,0,0,3,12,16,16,16,5,0,16,16,14,6,8,16,13,16,8,5,15,13,16,16,16,12,0,0,14,12,15,16,4,0,1,4
44,-62.3540229797,274.0,14.5736009732,18.3771289538,22,0,0,0,0,0,0,7,13,16,12,0,6,11,14,16,16,16,15,9,16,13,10,7,16,16,16,16,1,0,0,0,7,16,12,0,0,4
40,55.4914779663,292.0,16.8373287671,12.2996575342,22,1,0,0,0,5,15,16,4,0,0,0,3,16,13,16,4,0,4,1,12,11,1,16,13,15,16,16,16,14,15,16,10,5,0,2,1,4
69,-60.6422462463,282.0,15.7387706856,16.298463357,24,0,1,0,0,0,2,10,16,14,0,0,10,15,16,14,15,16,8,14,15,12,6,0,13,16,16,14,0,0,6,14,16,12,5,0,0,4
68,90.0,209.0,16.3899521531,13.1100478469,22,0,0,0,2,13,16,16,2,0,0,2,14,11,2,16,7,4,13,12,6,0,0,12,16,13,5,0,0,2,13,16,10,0,0,0,0,4
61,-57.2647705078,273.0,15.8553113553,15.4456654457,24,0,1,0,0,1,12,16,16,5,0,0,9,15,14,8,16,12,10,12,16,11,1,4,16,16,16,10,1,0,8,16,16,11,1,0,0,4
59,-61.6992454529,232.5,14.8050179211,16.6200716846,23,0,1,0,0,5,15,15,13,16,0,0,8,16,9,1,4,16,5,10,15,3,0,0,7,16,16,14,0,0,0,11,16,13,3,0,0,4
83,-63.4349517822,283.0,15.3274440518,16.3674911661,29,0,1,0,0,0,9,16,9,16,5,0,3,12,14,2,3,16,7,6,16,12,0,0,8,16,16,14,7,0,2,10,16,12,3,0,0,4
60,90.0,221.5,15.6636568849,15.0398796087,20,0,0,0,1,10,16,16,16,6,0,0,12,8,1,5,16,12,9,14,3,0,0,7,16,16,7,2,0,9,15,16,16,1,0,0,0,4
41,61.9275112152,261.0,16.6085568327,12.8135376756,20,0,1,0,0,2,13,16,8,0,0,0,1,13,4,8,8,1,4,4,12,10,1,12,16,13,16,16,8,16,16,16,10,1,0,0,1,4
47,-63.4349517822,263.0,18.1628643853,13.8960709759,23,0,0,0,0,0,6,16,8,0,0,0,8,11,16,16,8,0,5,9,16,13,5,16,14,14,16,13,4,1,8,16,16,11,5,0,0,4
60,-60.255115509,289.0,16.0657439446,17.3143021915,26,0,1,0,0,0,0,3,15,16,9,0,5,4,10,15,12,16,10,6,16,16,14,4,3,16,16,16,6,6,1,9,14,16,10,2,0,4
65,-58.3924942017,245.5,16.9606245757,14.3591310251,23,0,0,0,0,5,15,16,7,0,0,0,11,16,13,16,12,0,6,14,15,4,0,16,15,14,16,6,1,0,3,16,16,10,2,0,0,4
67,-57.0947570801,202.5,15.2419753086,17.4452674897,22,0,1,0,0,0,3,14,13,16,8,0,1,7,15,8,0,13,5,2,16,12,4,0,3,16,16,16,1,0,0,10,16,13,7,2,0,4
44,66.801410675,262.0,15.6545801527,15.7131043257,22,0,0,0,3,0,2,16,12,0,0,3,16,13,16,16,15,8,10,16,7,13,12,16,16,16,15,14,0,0,0,12,16,7,2,0,0,4
71,-59.036239624,299.0,16.980490524,14.627090301,27,0,1,0,0,0,8,16,16,9,0,0,4,13,16,8,16,8,1,7,16,14,4,3,16,15,14,13,8,1,4,11,16,14,5,0,0,4
59,-57.2647705078,234.5,16.1044776119,14.3845060412,22,0,1,0,0,0,6,16,16,4,0,0,6,11,15,10,16,0,4,6,16,10,1,9,16,16,11,12,0,3,13,16,13,2,0,0,0,4
30,-60.6422462463,321.5,15.8356661483,16.5375842405,22,0,0,0,0,0,2,12,16,16,4,0,6,9,15,16,16,16,10,6,16,16,16,16,16,16,16,16,0,0,15,16,16,15,5,4,0,4
59,-66.0375137329,238.0,16.0798319328,17.2457983193,22,0,1,0,0,0,0,5,16,16,2,0,9,9,12,15,8,16,8,6,14,11,7,2,6,16,16,16,1,0,4,16,16,16,9,2,0,4
69,-58.3924942017,258.0,16.3914728682,14.2454780362,25,0,1,0,0,4,12,16,16,4,0,0,13,16,10,7,16,5,8,12,8,3,0,8,16,15,11,8,0,3,12,16,16,3,0,0,0,4
76,-82.4053573608,216.5,15.8013856813,14.1855273287,23,0,0,0,5,12,12,16,7,0,11,10,8,12,0,16,1,0,1,16,14,7,4,16,0,0,6,12,16,4,0,14,14,12,12,2,0,5
44,90.0,208.5,14.4276578737,13.7633892886,17,0,0,0,7,16,15,6,0,0,5,9,16,16,13,16,10,8,12,16,16,15,0,2,10,14,16,11,9,10,0,0,0,0,2,0,0,5
52,-83.9909896851,242.0,13.5096418733,15.4807162534,18,1,0,0,4,16,16,16,16,1,13,9,10,15,8,16,16,0,12,16,12,12,0,7,16,12,16,11,0,10,0,0,1,5,6,0,0,5
46,-81.8698959351,258.5,13.9877498388,13.0709219858,20,0,0,0,16,16,16,16,4,0,4,16,16,15,14,16,0,0,4,16,16,12,1,13,16,12,16,14,16,8,0,0,4,8,5,1,0,5
59,90.0,220.5,14.6530612245,15.7029478458,18,0,1,0,8,16,15,12,15,2,10,12,16,8,0,0,14,7,5,16,16,8,0,0,9,12,9,16,12,12,0,0,1,11,16,5,0,5
36,-86.9872131348,227.5,14.2241758242,14.9084249084,15,0,0,0,6,12,12,5,0,7,15,5,16,16,16,16,14,14,16,16,16,16,1,1,6,11,16,16,9,11,0,0,0,0,0,0,0,5
46,90.0,230.0,15.9956521739,15.0137681159,20,0,0,1,16,16,16,16,2,0,3,12,16,9,4,16,0,0,0,16,16,8,3,16,4,0,4,16,6,6,0,8,16,16,16,14,0,5
40,90.0,279.5,14.8252832439,14.2581991652,21,0,0,0,7,16,16,16,2,0,5,8,16,15,14,16,1,0,13,16,16,8,3,15,14,8,12,16,16,4,0,3,12,16,15,3,0,5
57,-83.6598129272,206.5,14.9459241324,14.215496368,20,1,0,0,8,12,16,16,0,0,11,13,16,13,7,16,1,0,4,16,16,5,0,12,12,1,8,14,14,5,0,1,10,14,11,2,0,5
54,85.2363581657,210.0,13.6238095238,15.3365079365,21,1,1,0,5,16,9,11,7,0,6,4,12,15,0,1,13,5,9,16,16,10,0,0,3,13,14,16,6,3,0,0,0,5,14,14,0,5
44,-85.2363510132,223.0,14.8437967115,14.8579970105,18,0,0,0,14,14,14,16,3,0,9,16,16,13,9,16,4,0,2,16,16,4,0,11,14,8,14,16,16,4,0,1,7,12,12,3,0,5
53,-85.9143829346,243.5,14.4229979466,13.6954140999,20,1,0,0,7,16,16,16,2,0,6,6,14,16,16,16,0,0,9,16,6,13,5,16,6,7,16,9,2,14,0,4,12,12,6,0,0,5
44,90.0,244.5,14.6284935242,15.0831629175,17,1,0,0,16,13,13,16,11,0,11,16,16,14,12,16,5,0,4,16,16,8,0,8,14,8,14,16,16,4,0,0,7,16,14,2,0,5
51,-86.9872131348,180.5,14.8134810711,14.4228993536,21,0,0,0,9,15,12,15,7,2,11,12,16,3,0,12,5,0,0,13,16,0,0,12,5,0,0,13,16,0,0,3,14,12,13,5,0,5
57,90.0,228.0,15.9546783626,15.2383040936,18,0,0,0,1,11,16,16,8,0,2,4,8,16,0,7,15,2,7,16,16,13,0,1,15,10,9,16,12,13,0,0,7,16,16,8,0,5
41,90.0,215.5,14.1113689095,14.4168600155,16,1,0,0,12,15,13,16,15,0,3,14,16,12,10,16,14,0,4,16,16,8,0,9,15,8,13,16,5,8,0,0,1,5,7,4,0,5
57,-76.7594833374,270.0,15.1932098765,13.3148148148,23,1,0,0,12,16,16,16,7,0,5,10,16,14,15,16,0,0,5,16,16,5,6,16,5,7,14,14,16,5,0,11,15,14,7,1,0,5
48,87.2736890316,255.5,14.6438356164,15.1063274625,17,1,0,0,10,15,16,16,11,0,5,7,16,14,8,16,13,0,13,16,16,9,0,10,15,12,15,16,9,9,0,0,6,11,13,5,0,5
31,-77.4711914062,283.0,14.1195524146,17.0288574794,21,1,0,0,8,8,12,16,16,8,15,7,16,12,3,6,12,0,5,16,16,4,0,3,16,5,13,11,16,4,0,0,6,11,6,0,1,5
46,90.0,290.5,15.1267928858,14.5152036718,20,1,0,0,11,16,16,16,14,0,5,12,16,13,4,15,12,0,8,16,16,12,0,11,14,4,15,11,5,16,1,3,15,16,15,2,0,5
50,-87.3974456787,319.5,14.9274908712,16.4355764215,20,0,0,0,12,13,8,7,1,11,16,16,16,16,16,16,16,16,16,16,16,10,0,7,16,7,16,11,14,11,0,1,12,16,11,1,0,5
43,-87.7974014282,229.5,15.6477850399,13.1786492375,18,0,0,0,14,14,10,1,0,0,4,16,16,16,16,10,2,0,6,16,16,16,5,14,16,12,15,16,16,14,0,1,4,8,5,1,0,5
61,-84.8055725098,211.0,14.8001579779,15.3206951027,20,0,0,0,5,13,15,14,14,0,8,4,14,11,0,4,16,0,5,16,16,5,0,1,15,8,7,16,12,6,0,0,4,13,15,12,0,5
57,90.0,228.0,15.0182748538,15.0080409357,16,1,0,0,8,12,16,14,7,0,11,10,8,16,7,16,4,0,12,16,8,14,2,13,12,6,16,9,10,12,0,2,9,12,10,1,0,5
43,90.0,208.5,15.725019984,13.5507593925,16,0,0,0,13,10,11,11,1,0,0,13,16,16,16,15,2,0,0,16,16,8,7,14,6,4,9,16,13,7,0,3,12,14,12,8,0,5
55,90.0,214.0,15.7624610592,14.1401869159,20,0,1,1,10,15,16,9,0,0,11,11,16,8,12,7,0,0,4,16,16,1,12,5,0,0,13,11,16,1,7,16,5,13,12,0,0,5
53,87.1375946999,245.0,15.3585034014,15.0244897959,20,0,0,0,5,15,16,16,7,0,8,9,16,13,6,13,10,0,6,16,16,8,0,5,16,4,5,16,16,8,0,0,10,16,16,13,0,5
45,90.0,239.5,14.4613778706,13.7967988866,18,0,0,0,10,16,10,1,0,0,14,16,16,16,16,15,12,9,15,16,16,15,1,7,12,16,14,5,16,12,0,0,0,0,0,0,0,5
60,-86.6335449219,199.5,15.4110275689,14.6424394319,21,1,0,0,3,12,14,10,16,0,1,4,14,9,0,6,13,0,4,16,16,3,0,12,8,1,11,12,16,0,0,12,14,14,6,0,0,5
51,90.0,249.5,15.9786239145,15.0968603874,20,1,0,1,6,16,16,16,4,0,2,8,16,9,6,16,4,0,9,16,16,8,0,15,7,0,13,16,16,5,0,9,15,12,16,8,0,5
42,90.0,276.0,15.1714975845,15.0724637681,16,1,0,0,12,12,14,15,5,0,15,11,14,16,13,16,10,0,16,16,12,16,0,13,14,12,16,14,11,16,2,1,9,13,11,1,0,5
51,86.6335396767,282.5,15.4991150442,14.7233038348,22,0,0,0,16,16,16,16,3,0,7,16,16,14,4,16,4,0,4,16,14,13,0,14,13,1,4,16,8,12,0,3,14,15,13,16,0,5
49,-79.2156982422,268.5,15.4208566108,13.3364369957,23,1,0,0,3,15,16,16,9,0,0,3,16,16,6,16,9,0,4,16,16,11,0,14,14,5,14,14,16,8,0,3,14,16,12,3,0,5
33,-74.0546035767,290.5,14.8714859438,14.7366609294,23,0,1,0,1,13,16,16,15,5,4,0,14,14,5,6,16,16,16,16,16,12,0,2,15,16,16,16,16,12,0,0,3,10,7,2,0,5
44,90.0,248.0,13.9375,14.7278225806,18,1,0,0,16,16,13,16,14,0,10,16,16,13,0,12,16,0,8,16,16,12,0,4,14,12,15,12,16,8,0,0,0,12,10,1,0,5
52,-87.7974014282,224.0,15.4025297619,12.8407738095,21,1,1,0,16,12,10,8,0,0,8,16,16,16,10,13,7,0,9,12,16,14,0,3,15,12,14,1,16,14,0,0,4,11,3,0,0,5
40,-78.690071106,254.0,13.9114173228,14.3733595801,20,0,0,0,6,9,15,16,14,1,3,6,16,16,12,10,16,10,12,16,16,12,0,0,10,16,16,13,11,14,0,0,1,4,3,0,0,5
42,-87.27368927,328.5,16.0431253171,13.9091831558,20,1,0,0,6,16,16,16,16,0,3,6,16,16,16,16,9,0,12,16,16,15,14,16,7,5,15,14,16,12,2,15,16,16,15,2,0,5
55,-71.5650558472,219.0,13.5563165906,14.0859969559,19,0,0,0,16,16,16,15,5,0,1,11,2,15,15,9,16,10,12,16,0,11,12,0,5,14,15,7,0,5,13,0,0,0,0,0,0,5
45,-82.8749847412,251.0,13.6885790173,14.2642762284,19,0,0,0,14,16,16,16,7,0,14,11,16,13,4,16,7,4,14,16,16,9,0,12,16,16,15,10,12,11,0,0,0,3,3,0,0,5
50,-62.3540229797,280.5,13.8966131907,12.2400475342,24,0,0,0,11,16,16,16,15,0,2,10,16,16,7,16,14,10,15,14,16,13,1,10,16,12,7,0,16,12,0,0,0,0,0,0,0,5
38,-76.6075057983,215.0,14.8503875969,12.9829457364,20,1,0,0,8,12,16,16,0,0,4,6,16,12,13,16,0,0,8,16,16,8,3,15,12,9,16,7,16,8,0,1,6,6,3,0,0,5
54,-86.8201675415,260.0,15.6153846154,14.9762820513,21,1,0,0,14,16,16,16,4,0,7,14,16,9,11,16,1,0,6,16,16,4,4,16,4,0,9,16,16,4,0,9,16,16,16,8,0,5
54,90.0,205.0,14.8967479675,14.4544715447,16,1,0,0,10,9,12,15,12,0,7,12,16,12,11,16,4,0,5,16,16,8,1,14,10,0,8,16,10,9,0,2,6,13,12,4,0,5
51,-85.6012878418,193.0,15.1381692573,14.2124352332,20,0,0,0,16,13,13,16,0,0,11,12,16,8,7,13,0,0,1,16,16,4,2,14,5,0,5,16,16,5,0,2,11,16,12,3,0,5
32,90.0,222.0,13.1651651652,13.0427927928,19,0,0,0,13,16,16,16,8,0,1,7,16,12,11,16,12,5,8,16,16,4,0,7,8,15,14,12,16,4,0,0,0,0,0,0,0,5
50,86.1859250069,225.5,15.9549150037,14.0162601626,20,0,0,0,5,16,16,16,3,0,0,5,14,12,7,16,0,0,0,16,16,4,4,16,0,0,8,16,14,4,3,15,12,14,16,9,0,5
35,-82.8749847412,260.0,13.6019230769,14.3519230769,18,0,0,0,14,16,16,16,9,0,7,14,16,14,14,16,7,4,10,16,16,7,1,12,16,16,16,16,16,3,0,0,1,4,4,0,0,5
32,90.0,208.0,11.8357371795,13.2091346154,20,0,0,0,14,16,12,15,14,8,11,16,16,14,0,3,9,14,16,16,16,8,0,0,0,1,4,2,16,5,0,0,0,0,0,0,0,5
47,-84.8055725098,214.5,14.8733488733,14.14996115,20,0,0,0,16,14,14,16,1,0,4,14,16,6,8,12,0,0,4,16,16,4,2,15,5,2,7,16,16,4,0,4,14,16,14,3,0,5
56,-81.8698959351,239.5,14.6068197634,13.4544189283,21,0,1,0,6,16,16,16,14,5,0,7,8,16,8,0,12,15,5,14,12,16,1,0,3,16,16,7,16,12,0,0,0,6,10,1,0,5
47,90.0,226.5,14.9264164827,13.0272259014,20,1,0,0,14,16,16,16,10,0,2,16,16,7,4,16,5,0,6,16,16,4,0,16,7,5,14,8,16,10,0,4,12,11,3,0,0,5
56,85.6012945175,207.5,14.4385542169,15.1357429719,21,0,0,0,1,16,13,14,2,0,2,0,8,15,2,8,13,1,13,16,14,10,0,0,11,12,10,16,10,5,0,0,0,7,16,14,0,5
56,-79.2156982422,243.0,14.3669410151,13.9101508916,21,1,0,0,10,14,16,16,4,0,14,10,16,13,12,16,0,0,5,16,16,8,3,16,11,10,16,16,16,5,0,2,8,8,4,0,0,5
49,90.0,237.0,15.0049226442,15.3459915612,20,1,0,0,12,14,16,16,15,1,3,12,16,9,0,12,10,0,10,16,16,4,0,12,8,2,14,7,14,4,0,8,16,16,12,0,0,5
53,90.0,265.5,14.5517890772,15.286252354,19,1,0,0,11,16,16,16,16,0,6,8,16,13,1,14,16,1,8,16,16,8,0,4,16,13,15,12,6,10,0,0,4,16,15,3,0,5
47,-86.6335449219,254.0,14.4881889764,13.7060367454,19,1,0,0,10,16,16,16,3,0,5,10,14,16,16,16,0,0,8,16,8,16,2,13,12,9,16,13,5,15,0,2,9,12,7,0,0,5
61,90.0,190.5,15.6229221347,13.9676290464,20,1,0,0,9,16,16,12,0,0,6,10,16,8,7,14,0,0,3,16,16,2,2,15,1,0,2,16,16,4,0,8,12,8,14,5,0,5
50,-77.4711914062,289.0,14.2785467128,14.3448673587,22,1,0,0,14,16,16,16,8,1,15,14,16,14,6,16,10,0,12,16,16,9,0,12,16,12,16,11,16,8,0,1,9,12,6,0,0,5
51,90.0,193.5,16.1309216193,14.5228251507,20,1,1,0,16,11,6,0,0,3,10,14,16,16,12,0,0,0,4,16,16,6,15,1,0,0,4,16,16,2,7,11,5,5,13,8,0,5
49,-87.27368927,227.0,13.8303964758,14.2944199706,20,0,0,0,14,16,15,7,2,1,14,14,14,16,11,14,16,12,15,16,7,16,0,0,4,12,12,7,1,14,6,0,0,0,0,0,0,5
63,90.0,184.5,15.0632339657,14.613369467,20,1,0,0,16,11,11,16,3,0,5,12,16,13,10,16,0,0,0,16,16,0,1,15,0,0,1,16,9,2,0,8,11,8,12,10,0,5
56,-81.8698959351,221.5,16.2483069977,12.0925507901,22,0,0,0,1,9,16,16,1,0,0,2,14,16,16,10,0,0,9,16,16,10,16,4,0,5,15,5,14,4,15,12,10,10,3,0,0,5
52,90.0,265.0,14.158490566,14.827672956,20,1,0,0,7,16,13,16,7,0,11,6,16,16,0,14,13,0,12,16,14,16,0,9,16,12,16,16,0,12,4,0,6,10,10,3,0,5
57,90.0,246.0,15.9105691057,13.6632791328,20,1,0,0,8,16,16,11,0,0,8,15,16,15,9,16,3,0,8,16,16,12,0,10,14,4,15,6,12,15,1,1,13,16,12,0,0,5
53,90.0,267.5,15.4180685358,13.8647975078,22,1,0,0,14,16,16,16,8,0,5,16,12,14,8,16,8,0,9,16,8,12,0,10,12,6,16,4,16,12,0,2,15,16,10,0,0,5
56,90.0,221.5,13.4206170053,13.4228743416,20,0,1,0,16,16,16,14,4,0,5,16,16,15,1,8,15,5,9,16,16,8,0,0,4,16,16,11,8,14,0,0,0,0,3,0,0,5
44,-85.2363510132,291.5,14.6963979417,14.5608919383,20,1,0,0,12,16,16,16,11,0,10,12,16,12,14,16,3,0,14,16,16,8,9,16,9,4,13,16,16,8,1,6,12,12,16,6,0,5
43,90.0,266.5,17.181988743,12.4721701063,23,0,0,0,7,11,5,4,0,0,0,6,16,16,16,16,9,0,10,16,16,16,9,13,16,16,15,3,16,14,0,1,9,16,7,0,0,5
61,86.6335391998,261.5,15.0548119822,14.7743785851,21,1,0,0,7,16,16,11,0,0,11,12,16,12,8,16,1,0,13,14,16,6,1,15,8,2,16,8,16,2,0,6,15,14,15,3,0,5
41,90.0,233.5,14.8158458244,14.7608850821,17,0,0,0,8,16,16,14,12,0,4,8,16,12,5,16,16,0,5,16,16,8,0,13,16,12,14,16,12,7,0,1,7,9,9,3,0,5
48,90.0,277.0,16.7870036101,14.5258724428,18,0,0,0,4,13,9,12,7,0,0,6,16,16,16,16,14,0,7,16,16,12,0,16,15,1,9,16,16,7,0,15,16,16,16,8,0,5
37,90.0,264.0,13.9659090909,15.0138888889,16,0,0,0,5,16,16,16,11,1,5,7,12,16,15,12,16,16,16,16,16,16,4,0,6,15,16,16,9,7,0,0,0,2,8,4,0,5
43,-75.256439209,230.0,13.7,14.1782608696,18,0,0,0,6,15,16,16,8,0,14,11,16,14,7,16,12,8,14,16,16,9,0,5,12,15,11,3,16,10,0,0,0,0,0,0,0,5
44,90.0,273.5,15.2949421085,14.169408897,23,0,0,0,11,16,16,16,3,0,2,14,16,12,4,16,6,0,4,16,16,7,2,15,15,5,8,16,16,4,0,3,13,16,16,12,0,5
39,-84.2894058228,221.0,14.5625942685,13.1003016591,20,1,0,0,8,15,16,16,8,0,3,12,16,8,8,16,1,0,5,16,16,8,6,16,12,12,16,10,16,8,0,2,4,4,2,0,0,5
34,-76.5042648315,260.0,12.5807692308,14.2858974359,20,0,1,0,14,16,16,16,16,9,12,16,16,16,8,1,13,16,16,16,16,12,0,0,0,10,12,7,16,9,0,0,0,0,0,0,0,5
43,90.0,290.5,15.4939759036,15.0269650029,20,1,0,0,10,16,16,16,12,0,8,11,16,12,8,16,10,0,12,16,16,8,0,16,10,1,13,16,16,8,0,8,16,16,16,7,0,5
39,-69.1455383301,203.0,13.3308702791,12.4129720854,21,0,1,0,10,16,12,14,10,0,2,14,16,11,0,3,15,16,16,14,16,10,0,0,0,5,7,1,16,13,0,0,0,0,0,0,0,5
46,90.0,262.5,15.4692063492,14.3288888889,20,1,0,0,14,16,16,16,11,0,1,15,16,9,0,16,8,0,5,16,16,8,0,14,9,0,8,16,16,8,0,6,16,12,15,6,0,5
51,90.0,256.5,14.0545808967,14.7348927875,19,1,0,0,12,16,16,16,15,0,4,16,16,8,0,13,12,0,6,16,16,8,0,8,16,12,16,11,12,8,0,0,6,13,12,0,0,5
45,81.8698968887,239.0,15.3193863319,14.8124128312,21,0,0,0,14,12,12,16,0,0,6,16,16,8,8,16,0,0,8,16,16,8,7,16,1,0,11,12,9,4,0,11,16,16,14,1,0,5
57,86.8201699257,272.5,16.0544342508,16.101529052,21,1,0,0,13,16,16,14,1,0,13,6,16,16,7,16,4,0,12,16,10,16,0,14,10,0,12,16,2,7,0,3,15,10,14,16,0,5
45,90.0,272.0,17.5526960784,12.3425245098,21,0,0,0,3,10,13,4,0,0,0,4,16,16,16,13,2,0,5,16,16,14,12,16,13,8,15,10,16,13,4,15,16,16,7,0,0,5
47,90.0,244.0,15.3961748634,14.5539617486,20,1,0,0,16,16,16,16,4,0,6,14,16,8,4,16,0,0,4,16,16,6,3,16,2,0,6,16,16,7,0,9,15,12,15,13,0,5
45,90.0,272.0,13.6182598039,14.1838235294,19,1,0,0,10,16,16,16,12,0,3,12,16,16,13,16,8,0,9,16,16,9,0,10,16,16,16,11,10,6,0,1,6,9,6,1,0,5
38,90.0,247.0,13.3272604588,13.0512820513,21,0,1,0,10,16,16,16,13,1,3,12,16,16,4,9,16,10,12,16,16,14,1,1,10,15,14,3,16,8,0,0,0,0,0,0,0,5
51,90.0,235.5,14.9603680113,13.6673743808,21,0,1,0,6,16,13,16,7,0,1,10,8,16,1,11,12,0,5,16,14,12,0,4,16,9,14,10,16,9,0,0,10,12,11,1,0,5
44,-78.690071106,260.0,13.5012820513,13.7365384615,20,0,1,0,13,16,13,14,16,9,5,10,16,16,4,5,16,16,16,16,10,16,5,0,5,12,12,6,6,16,3,0,0,0,0,0,0,5
41,90.0,268.0,15.927238806,15.0777363184,19,1,0,0,8,8,13,13,1,5,15,7,16,15,13,16,4,0,8,16,16,12,0,14,13,4,11,16,16,16,0,5,13,16,16,9,0,5
56,90.0,275.5,15.6037507562,14.2928009679,20,1,0,0,10,16,16,16,2,0,11,12,16,11,7,16,3,0,8,16,16,8,4,16,3,2,12,12,16,8,2,15,14,14,13,2,0,5
54,85.2363581657,246.0,15.6829268293,15.4891598916,21,0,1,1,8,15,14,16,4,0,7,12,16,7,4,13,0,0,4,16,16,4,3,16,5,0,6,16,14,4,0,8,16,16,16,11,0,5
41,90.0,192.5,15.5281385281,14.4848484848,18,1,0,0,16,13,12,8,4,0,5,16,16,8,4,16,7,0,0,16,16,4,0,16,5,0,3,16,14,4,0,9,14,13,15,9,0,5
56,-81.0273742676,241.0,14.6065006916,14.5809128631,20,0,0,0,8,16,16,16,0,0,15,12,14,14,8,14,9,0,5,16,16,8,0,4,16,14,15,13,16,8,0,0,7,12,7,1,0,5
48,90.0,317.0,15.507360673,13.8480546793,20,1,0,0,8,16,16,16,0,0,16,5,10,16,16,16,3,0,9,12,16,16,10,16,6,0,8,16,14,16,0,13,16,12,14,13,0,5
48,90.0,211.5,14.7675334909,14.9605988968,19,0,1,0,10,15,16,16,12,0,9,10,16,9,0,6,13,0,5,16,16,8,0,0,15,6,4,16,14,8,0,0,5,14,15,9,0,5
46,90.0,246.5,15.4043272481,14.4807302231,20,0,0,0,16,14,14,15,0,0,8,12,16,8,8,12,0,0,4,16,16,4,7,14,1,0,6,16,16,6,1,12,14,12,15,7,0,5
47,86.8201699257,272.5,16.4880733945,14.4428134557,22,0,0,0,1,13,16,16,6,0,0,2,12,14,4,16,11,0,1,15,16,10,0,16,13,4,9,16,16,8,0,8,16,16,16,9,0,5
45,90.0,255.0,13.7993464052,14.3307189542,20,1,0,0,16,16,16,15,0,0,12,16,16,11,7,16,6,0,12,16,16,4,0,11,16,9,16,8,16,7,0,0,6,12,6,0,0,5
48,90.0,182.5,14.7205479452,14.3488584475,15,0,0,0,10,13,9,3,0,0,3,7,16,16,12,16,12,5,7,16,16,9,0,3,10,15,16,16,6,6,0,0,0,0,5,1,0,5
49,83.9909939766,280.0,14.5363095238,13.8172619048,19,1,0,0,8,16,16,16,7,0,2,5,16,16,16,16,4,0,15,16,16,14,3,16,11,10,16,10,7,6,0,6,14,15,8,0,0,5
42,90.0,229.5,14.5831517792,15.0145243282,15,1,0,0,11,13,12,13,15,0,5,11,16,16,13,14,16,0,6,16,16,5,0,8,16,9,15,14,10,3,0,2,7,11,8,2,0,5
44,-87.5104446411,230.0,14.4579710145,14.2239130435,18,0,0,0,10,14,7,1,0,0,16,16,14,16,16,16,12,8,16,16,16,16,2,7,10,15,12,7,16,11,0,0,0,0,0,0,0,5
49,-75.963760376,219.5,14.245254366,12.8709187547,20,1,0,0,6,16,13,16,6,0,8,11,16,12,5,16,0,0,11,10,16,12,1,14,16,16,13,3,16,12,0,0,1,1,0,0,0,5
60,83.6598086357,259.0,15.7471042471,14.7059202059,22,1,0,0,7,16,16,9,0,0,7,10,10,15,9,16,2,0,13,16,16,10,0,16,8,0,14,16,16,6,0,9,13,9,16,3,0,5
55,90.0,234.5,12.9260838664,14.9495380242,22,0,1,0,12,16,9,14,15,2,11,12,16,10,0,0,10,15,14,16,16,8,0,0,0,12,16,16,11,10,0,0,0,0,1,4,0,5
56,-86.6335449219,195.0,16.1803418803,14.7324786325,21,1,0,0,8,8,12,15,8,0,4,4,16,8,2,12,8,0,5,16,16,2,0,7,9,0,4,16,16,5,0,2,15,9,13,7,0,5
47,-78.2317123413,219.5,14.6818526955,13.4943052392,20,1,0,0,2,15,16,16,14,0,0,0,12,14,0,16,8,0,6,14,16,8,0,15,15,12,14,13,16,7,0,2,6,7,4,0,0,5
42,90.0,298.0,14.0973154362,14.6437360179,22,0,0,0,11,16,16,16,4,2,14,12,16,15,2,13,15,10,16,16,16,12,0,2,15,16,16,14,16,11,0,0,1,9,11,1,0,5
51,85.0302591324,207.5,14.7477911647,14.6987951807,19,1,0,0,0,15,16,16,11,0,0,0,6,16,5,16,5,0,5,4,16,7,0,8,12,4,11,16,9,3,0,0,7,14,16,11,0,5
48,90.0,329.5,14.7379868488,14.9919069297,20,1,0,0,14,16,16,16,14,0,12,16,16,14,10,16,16,0,13,16,16,11,2,15,16,12,16,12,14,9,0,3,14,16,16,3,0,5
53,86.8201699257,229.5,14.1525054466,14.7087872186,18,0,1,0,6,16,16,16,10,0,2,12,14,15,7,7,16,1,8,16,16,11,0,0,13,14,15,8,10,2,0,0,4,16,10,0,0,5
41,90.0,219.0,16.195585997,14.9086757991,21,0,0,0,11,14,12,16,4,0,3,12,16,4,0,16,0,0,4,16,16,4,0,16,4,0,5,16,16,4,0,6,16,13,16,9,0,5
